date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:22:24	5681/5681	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202016%2015:12:32%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/captcha/css/style.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/captcha/css/style.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:26	1630/1630	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Jul%202016%2015:12:32%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/captcha/css/desktop_style.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/captcha/css/desktop_style.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:27	107813/107813	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:22:06%20GMT	http://www.shafaetsplanet.com/planetcoding/?paged=2	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index6146.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:27	5650/5650	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/responsive-nav.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/responsive-nav.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:28	57095/57095	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/animate.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/animate.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:31	26711/26711	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/font-awesome.min.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/font-awesome.min.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:32	46364/46364	---M-Z	200	added ('OK')	text/css	date:Mon,%2025%20Apr%202016%2013:42:45%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-includes/css/dashicons.min.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-includes/css/dashicons.min.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:32	77295/77295	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202016%2017:08:44%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/style.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/style.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:33	11112/11112	---M-Z	200	added ('OK')	text/css	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/responsive.css	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/css/responsive.css	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:34	27809/27809	---MC-	200	added ('OK')	text/javascript	date:Mon,%2015%20Aug%202016%2004:25:11%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Algo/www.google-analytics.com/analytics.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:37	6730/6730	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Nov%202015%2012:29:42%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/engine.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/engine.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:39	3560/3560	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Nov%202015%2012:29:42%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/driver.phonetic.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/driver.phonetic.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:40	2551/2551	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Nov%202015%2012:29:42%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/driver.probhat.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/driver.probhat.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:40	735/735	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Nov%202015%2012:29:42%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/banglakb.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/banglkb/js/banglakb.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:41	22337/22337	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20May%202016%2009:09:02%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/crayon-syntax-highlighter/js/min/crayon.min.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/crayon-syntax-highlighter/js/min/crayon.min.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:42	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Jun%202016%2018:37:47%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-includes/js/jquery/jquery-migrate.min.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:43	62176/62176	---MCZ	200	added ('OK')	application/javascript	etag:W/%226e2d289b7795550da85adf0cf491dea1%22	http://cdn.mathjax.org/mathjax/latest/MathJax.js?config=TeX-AMS-MML_HTMLorMML%2CSafe.js&ver=bcb4227fbb2910e2249be1b5c4e2834a	C:/My%20Web%20Sites/Algo/cdn.mathjax.org/mathjax/latest/MathJax7490.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:43	15328/15328	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/wow.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/wow.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:44	4517/4517	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/main-menu.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/main-menu.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:45	3144/3144	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/jquery.actual.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/jquery.actual.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:46	949/949	---M-Z	200	added ('OK')	text/xml	date:Thu,%2001%20Sep%202016%2015:22:45%20GMT	http://www.shafaetsplanet.com/planetcoding/xmlrpc.php?rsd	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/xmlrpc0db0.php	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:47	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2021%20Jan%202014%2017:39:22%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-includes/wlwmanifest.xml	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:47	1386/1386	---M-Z	200	added ('OK')	application/json	date:Thu,%2001%20Sep%202016%2015:22:46%20GMT	http://www.shafaetsplanet.com/planetcoding/?rest_route=/	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index52f0.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:47	334/334	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Sep%202016%2015:22:47%20GMT	http://www.shafaetsplanet.com/planetcoding/POST	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/POST	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:47	29342/29342	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/modernizr.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/modernizr.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:48	333/333	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Sep%202016%2015:22:48%20GMT	http://www.shafaetsplanet.com/planetcoding/GET	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/GET	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:50	97184/97184	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2021%20Jun%202016%2018:37:47%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-includes/js/jquery/jquery.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-includes/js/jquery/jquery.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:58	59116/59116	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:22:52%20GMT	http://www.shafaetsplanet.com/planetcoding/?page_id=2804	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index8974.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:22:59	116589/116589	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:22:51%20GMT	http://www.shafaetsplanet.com/planetcoding/?page_id=2	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexba53.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:01	114924/114924	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/images/banner.jpg	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/images/banner.jpg	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:05	43927/43927	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2003%20Jan%202013%2021:47:03%20GMT	http://shafaetsplanet.api.oneall.com/socialize/library.js	C:/My%20Web%20Sites/Algo/shafaetsplanet.api.oneall.com/socialize/library.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:05	82307/82307	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:01%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2608	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index0a1d.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:07	76993/76993	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:01%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2822	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexac3e.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:09	10303/10303	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Nov%202014%2012:53:47%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/uploads/2010/12/hackerranklogo_green-f525139abeb8869d17bcd7c49e5cffbc.png	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/uploads/2010/12/hackerranklogo_green-f525139abeb8869d17bcd7c49e5cffbc.png	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:11	951/951	---M--	200	added ('OK')	image/png	etag:%2216046-3b7-4f8996b04bd00%22	http://iconshow.me/media/images/social/simple-icons/png/32/android.png	C:/My%20Web%20Sites/Algo/iconshow.me/media/images/social/simple-icons/png/32/android.png	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:12	43527/43527	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:08%20GMT	http://www.shafaetsplanet.com/planetcoding/?cat=145	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index6dd9.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:13	131965/131965	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:08%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=1500	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index0f1e.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:14	145098/145098	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:07%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=1400	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexa7ea.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:16	23396/23396	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Sep%202016%2015:23:14%20GMT	http://www.shafaetsplanet.com/planetcoding/?author=1	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexcd64.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:18	72549/72549	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:16%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%ab	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index7b83.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:20	44948/44948	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:18%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%b2%e0%a6%bf%e0%a6%82%e0%a6%95%e0%a6%a1-%e0%a6%b2%e0%a6%bf%e0%a6%b8%e0%a7%8d%e0%a6%9f	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index36a2.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:24	70335/70335	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:21%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2781	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexa748.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:25	93247/93247	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:16%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%ab-%e0%a6%a5%e0%a6%bf%e0%a6%93%e0%a6%b0%e0%a6%bf	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index127e.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:27	44554/44554	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:25%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%95%e0%a6%ae%e0%a6%aa%e0%a7%8d%e0%a6%b2%e0%a7%87%e0%a6%95%e0%a7%8d%e0%a6%b8%e0%a6%bf%e0%a6%9f%e0%a6%bf	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index4077.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:28	81230/81230	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:16%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%a1%e0%a6%be%e0%a6%9f%e0%a6%be-%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%95%e0%a6%9a%e0%a6%be%e0%a6%b0	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexd492.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:30	47758/47758	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:28%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%97%e0%a7%87%e0%a6%ae-%e0%a6%a5%e0%a6%bf%e0%a6%93%e0%a6%b0%e0%a6%bf	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index0e92.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:31	86218/86218	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:25%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2714	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index7736.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:32	40354/40354	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:29%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%a1%e0%a6%bf-%e0%a6%b8%e0%a6%82%e0%a6%96%e0%a7%8d%e0%a6%af%e0%a6%be	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexe94f.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:32	910/910	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Aug%202016%2008:03:41%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/accesspress-social-share/js/frontend.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/accesspress-social-share/js/frontend.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:34	52267/52267	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:33%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%85%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%b2%e0%a6%97%e0%a7%87%e0%a6%be%e0%a6%b0%e0%a6%bf%e0%a6%a6%e0%a6%ae	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index2fcc.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:35	35221/35221	---M--	200	added ('OK')	image/jpeg	etag:%2257c5f6d8-8995%22	https://www.goodreads.com/images/badge/badge1.jpg	C:/My%20Web%20Sites/Algo/www.goodreads.com/images/badge/badge1.jpg	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:36	1399/1399	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Jul%202016%2015:11:26%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/plugins/bbpress/templates/default/js/editor.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/plugins/bbpress/templates/default/js/editor.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:37	166983/166983	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:33%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2689	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index8b69.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:38	102377/102377	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:33%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2531	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index30a1.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:39	41093/41093	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:37%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%86%e0%a6%b0%e0%a7%8d%e0%a6%9f%e0%a6%bf%e0%a6%95%e0%a7%81%e0%a6%b2%e0%a7%87%e0%a6%b6%e0%a6%a8-%e0%a6%aa%e0%a7%9f%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%9f	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexc7b9.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:40	123850/123850	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:36%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2504	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexe264.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:40	40727/40727	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:37%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%ac%e0%a7%8d%e0%a6%b0%e0%a6%bf%e0%a6%9c	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexf0f4.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:42	116164/116164	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:39%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2342	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexeeae.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:43	59015/59015	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2015:23:12%20GMT	http://www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/jquery.bxslider.js	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/wp-content/themes/accesspress-staple/js/jquery.bxslider.js	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:44	40178/40178	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:41%20GMT	http://www.shafaetsplanet.com/planetcoding/?tag=%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%95	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/indexa9b9.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:45	86366/86366	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:43%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2316	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index96c2.html	(from http://www.shafaetsplanet.com/planetcoding/)
21:23:47	88413/88413	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Sep%202016%2015:23:41%20GMT	http://www.shafaetsplanet.com/planetcoding/?p=2325	C:/My%20Web%20Sites/Algo/www.shafaetsplanet.com/planetcoding/index4d18.html	(from http://www.shafaetsplanet.com/planetcoding/)
